Stock Number,Population Name,Species,ESU/DPS Name,Federal Status,Listing Date,Salmon Recovery Region,Recovery Plan,Recovery Plan Year,Recovery Goal,Hatchery Standards Met,Major Population Grouping,Population Goals,Goal References,Goal Notes,Population History,Stock Definition,Stock Data Description,Stock Spawning Distribution,Stock Genetic Analysis Description,Local Biologist Name,Local Biologist Email,Last Updated
1715,Wenaha Spring Chinook,Chinook,Snake River Spring and Summer Run Chinook,Threatened,04/22/1992 12:00:00 AM,Snake River,,,,,Grande Ronde/Imnaha Rivers Chinook,"Recovery goal=750 spawners.  Restoration goal=1,335 spawners.",,"Recovery is de-listing goal, Restoration is healthy, harvestable goal",natural origin,"This stock is recognized as a distinct population based on its geographic location in the lower portion of the Grande Ronde Basin, separated from other naturally spawning spring Chinook.",ODFW conducts spring Chinook spawning surveys of the mainstem Wenaha River once or twice each fall.  WDFW has conducted sporadic spawning surveys for spring Chinook in upper Butte Creek and the North Fork Wenaha River within Washington.  WDFW has conducted electrofishing surveys to determine fish distribution and relative abundance in most of the Wenaha River tributaries within the WA portion of the basin.  Only recent years of spawning survey data from ODFW and WDFW are reported here.,"Spawning spring Chinook have been documented along the mainstem Wenaha River, the North Fork Wenaha in both Oregon and just upstream into the lower portion within WA state, and in most of Butte Creek (including West Butte Creek).  Spring Chinook may also use the lower portions of other tributaries within Oregon.",ODFW and NMFS may have genetics information on this population.,Jeremy Trump,Jeremy.Trump@dfw.wa.gov,07/15/2014 12:00:00 AM
1553,Upper Cowlitz and Cispus Spring Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Cascade Fall-Run Chinook,,,,,Upper Cowlitz/Cispus Spring Chinook were identified as stock based on their distinct spawning distribution and early spawning timing.,,"Historically, spring Chinook spawned in the Cispus River between Iron and East Canyon Creeks. Currently, natural spawning returns are part of an upper Cowlitz and Cispus River reintroduction program. Since 1994, adults have been trapped below Mayfield Dam and hauled above Cowlitz Falls Dam to the Cispus River.",,John Serl,John.Serl@dfw.wa.gov,01/27/2015 11:18:02 AM
1577,Toutle Fall (Tule) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Cascade Fall-Run Chinook,,,,,Toutle Fall Chinook were identified as a stock based on their distinct spawning distribution. This was historically a large fall Chinook population and has been designated as a core population by the TRT.,,"Prior to the eruption of Mt. St. Helens in 1980, most fall Chinook spawned in the lower 5 miles of the mainstem Toutle and in the lower NF Toutle, but also spawned as far upstream as Coldwater Creek on the NF Toutle River (46 mi from the river mouth). The eruption devastated much of the spawning area in the mainstem and NF Toutle. Current spawning primarily occurs in the lower Green below the North Toutle Hatchery (~0.6 mi), and in the lower SF Toutle from the 4700 Bridge to the confluence with the mainstem Toutle River (~2.6 mi).",,Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,12/05/2014 05:04:19 PM
1770,Wenatchee Spring Chinook,Chinook,Upper Columbia River Spring Run Chinook,Endangered,03/24/1999 12:00:00 AM,Upper Columbia River,,,,,Eastern Cascades Spring-Run Chinook,,,,,"Wenatchee Spring Chinook is considered a stock based on unique genetics, spawning distribution, and demographics. This population includes fish in the Wenatchee River and its tributaries, except Icicle Creek. Although it is within the geographic boundaries of this stock Icicle Creek abundance is not included because of the presence of Carson stock hatchery spring chinook, which do not contribute to VSP parameters for this stock.",,"Core spawning areas include White River, Grasshopper Meadows to Napeequa River; Little Wenatchee, Falls to Lost Creek; and Chiwawa River, Trinity to Grouse Creek.","Genetic analysis of Washington Department of Fish and Wildlife (WDFW) samples from this ESU suggest that samples from the White River (a tributary to the Wenatchee) and the Twisp River (a tributary to the Methow) contribute the majority of the variation observed between localities. These two sampling locations also showed the greatest differentiation from other areas, based on a UPGMA clustering.",Jeff Korth,Jeff.Korth@dfw.wa.gov,08/19/2016 10:55:17 AM
1629,Lower Gorge (Columbia) Fall (Tule) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Gorge Fall-Run Chinook,,,,,"The historical Lower Gorge Tributaries adult tule fall chinook population is estimated from 300-3,000   fish. The current natural spawning number in the tributaries is about 100 tule fall chinook. However,   there are significant numbers of upriver bright stock fall Chinook (not part of the lower Columbia ESU)   that spawn primarily in the mainstem Columbia near the Lower Gorge Tributaries.",,Natural spawning of tule fall chinook occurs primarily in the lower reaches of Hamilton and Hardy creeks. Access in the early fall is dependent on mainstem Columbia and tributary flow conditions. Spawning time in the tributaries peaks in October. Juvenile rearing occurs near and downstream of the spawning areas.,,Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,08/04/2015 11:29:19 AM
1404,Bear River Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,,,,,,No MPG Specified,,,,"This is small a natural-origin stock, probably supported by strays from other Willapa Bay tributary Chinook stocks.",Bear River Fall Chinook are based on their geographic location.,Data are total escapement estimates based on redd counts in index areas expanded to basin escapement.,Most spawning takes place in 8.5 miles of the mainstem Bear River from river mile 3.5 to 12.,Collection of tissues samples for genetic analysis and stock identification was initiated in 2014.,Chad Herring,Chad.Herring@dfw.wa.gov,03/24/2016 03:38:57 PM
1406,Nemah Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,,,,,,No MPG Specified,,,,This is a native stock with composite production. There has been a long history of releases of hatchery Chinook into the Nemah River from the WDFW Nemah hatchery and this stock is probably supported by naturally spawning hatchery-origin strays. Hatchery broods are naturally adapted hatchery and natural origin Chinook. There have been historical transfers of hatchery brood from Forks Creek and Naselle River hatcheries.,Nemah Fall Chinook are based on their geographic location.,Data are total escapement estimates based on redd counts in index areas expanded to basin escapement.,"Most spawning takes place in Willams Creek and North Fork Nemah, with spawning also occurring in the Middle and South Forks Nemah.",Collection of tissues samples for genetic analysis and stock identification was initiated in 2014.,Chad Herring,Chad.Herring@dfw.wa.gov,03/24/2016 03:38:57 PM
1407,Palix Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,,,,,,No MPG Specified,,,,"This is small a natural-origin stock, probably supported by strays from other Willapa Bay tributary Chinook stocks.",Palix Fall Chinook are based on their geographic location.,Data are total escapement estimates based on redd counts in index areas in 1.6 miles of the Canon River expanded to basin escapement.,,Collection of tissues samples for genetic analysis and stock identification was initiated in 2014.,Chad Herring,Chad.Herring@dfw.wa.gov,03/24/2016 03:38:57 PM
1248,Elwha Chinook,Chinook,Puget Sound Chinook,Threatened,03/24/1999 12:00:00 AM,Puget Sound,,,,,Elwha River Chinook,"Upper mgmt threshold = 2,900.  Low abundance threshold = 1,000.  Rebuilding ER = 10% SUS, Critical ER ceiling = 6% SUS.",Ref 2,,This is a native stock with composite production. The WDFW Elwha Hatchery collects broodstock from the Elwha River annually. The wild and hatchery components are completely intermingled.,Elwha chinook were identified as a stock based on their distinct spawning distribution. Stock identification is supported by genetic analysis.,"Data are total escapement estimates based on redd counts from RM 0.2 to 4.8.  As of 1997, data are total escapement estimates based on combining expanded redd counts from RM 3.2 to 4.4, broodstock collection, and pre-spawn mortalities.","Summer chinook spawn naturally in the portions of the lower 4.9 miles of the Elwha River, below the lower Elwha dam, though most of the suitable spawning habitat is below the City of Port Angeles� water diversion dam at RM 3.4.",Allozyme analysis has shown that Elwha chinook are genetically distinct from all other Washington chinook stocks examined (Marshall et al. 1995).,Randy Cooper,Randy.Cooper@dfw.wa.gov,01/27/2015 11:18:02 AM
1558,Upper Cowlitz Fall (Tule) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Cascade Fall-Run Chinook,,,,,"The historical upper Cowlitz adult population is estimated from 24,000-28,000 fish, where they were   distributed throughout the upper basin. The natural return was blocked by Mayfield Dam in 1962.   Salmon and steelhead were passed over the dam from 1962-66 and hauled to the Tilton and upper   Cowlitz from 1967-80, and again beginning in 1994.",,,"Genetic analysis of Cowlitz River Hatchery fall Chinook from 1981, 1982, and 1988 determined they were similar to, but distinct from, Kalama Hatchery fall Chinook and distinct from other Washington Chinook stocks.",Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,08/04/2015 11:29:19 AM
1624,Washougal Fall (Tule) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Cascade Fall-Run Chinook,"Recovery goal = 5,800 spawners.  Max. recovery exploitation rate=42%.  Interim minimum natural EG=3000.  Hatchery broodstock goal=2270.",Ref 1:Table 3;Ref 17;Ref 16,,"This is a mixed stock with composite production and is similar to in life history other tule fall chinook stocks in the lower Columbia. Fall chinook are native to the Washougal River. Substantial numbers of hatchery fish have been released into this watershed from the Grays, Elochoman, Toutle, Kalama and Bonneville (Oregon) hatcheries. The present annual hatchery release goal is four million subyearlings.",Washougal fall chinook were identified as a stock based on their distinct spawning distribution. This was a large tule fall Chinook population historically and current combined hatchery and wild returns are large.,Data are total escapement estimates based on annual peak live plus dead spawner counts from Washougal Hatchery (RM 19.7) downstream to Timber Trails and from Salmon Falls (RM 15.3) downstream to Ford`s takeout on the mainstem Washougal.,"Historically, natural spawning occurred up to Salmon Falls (RM 15), which was considered a migration barrier until a fishway was constructed in the 1950s. Most spawning now occurs downstream from Salmon Falls Bridge to the Fish and Wildlife Access, a distance of about four miles.",Allozyme analysis of Washougal fall chinook spawners sampled in 1995 and 1996 showed that they are significantly different from other Columbia Basin chinook populations except for Lewis River �bright� fall chinook (Myers et al. 2002).,Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,12/05/2014 05:04:19 PM
1628,Lower Gorge (Columbia) Late Fall (Bright) Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Lower Columbia River,,,,,,Goals have only been established for summer Chinook above Rock Island.,,Stock origin unknown.  Populations is self-sustaining but non-native.  Not in ESU.,"This is a stock of unknown origin with wild production. When the stock was discovered in 1994, WDFW staff speculated that it was composed of strays from the nearby Bonneville Hatchery. However, between 1994 and 1998, only six of the 2,246 carcasses sampled for coded-wire tags came from Bonneville Hatchery (WDFW and ODFW 1998). Genetic analysis indicates that the stock is distinct from up-river bright fall chinook and has not been significantly influenced by any other lower Columbia River chinook stocks, so origin remains unknown.",Columbia River Lower Gorge Bright Fall Chinook were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts from RM 141 to 143.5, including areas around Pierce and Ives islands, Hamilton Slough and the Washington shoreline between Duncan and Hamilton creeks.","Spawning currently occurs in the Columbia River mainstem from the upper end of Pierce Island to the lower end of Ives Island, along the Washington shore in Hamilton Slough between the mouths of Duncan and Hardy Creeks, and in the lower reaches of Hardy and Hamilton Creeks. There is some potential for competition in the mainstem Columbia with a colonizing population of later-spawning upriver bright fall Chinook.","Allozyme analysis has shown that Columbia River Lower Gorge Bright Fall Chinook are genetically distinct from other Columbia River bright fall chinook stocks although they resemble up-river �bright� fall chinook maintained at the Little White Salmon National Fish Hatchery, Bonneville Hatchery (Oregon) and Yakima bright fall chinook (Marshall 1998).",Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,12/05/2014 05:04:19 PM
1634,Upper Gorge (Columbia) Fall (Tule) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Gorge Fall-Run Chinook,,,,,"This is a shared population with Oregon but most of the habitat exists in Washington. Historically, fall Chinook were limited to the lower reaches of the Wind River, Little Wind River, and Little White Salmon River. Completion of Bonneville Dam (1938) inundated primary fall Chinook spawning areas in these rivers. A ladder was constructed in the Wind River at Shipherd Falls (RM 2) in 1956, providing fish access to the upper basin. This historical significance of upper gorge fall Chinook as a demographically-independent population is uncertain. Tributary spawning habitats for fall Chinook are limited although significant numbers of mainstem spawners may have occurred. Prospect for significant improvements of this population under current conditons are highly uncertain due to inundation of potential mainstem spawning areas by Bonneville Reservoir.",,"Fall Chinook have been observed up to the Carson NFH (RM 18), but the majority of spawning occurs in the lower two miles of the mainstem Wind River. Spawning may also occur in the Little Wind River (RM 1) and in the Little White Salmon River in a � mile stretch of river downstream from the Little White Salmon Hatchery and upstream of Drano Lake.",,Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,06/19/2015 04:17:41 PM
3630,Grays/Chinook Coho,Coho,Lower Columbia River Coho,Threatened,08/28/2005 12:00:00 AM,Lower Columbia River,,,,,Coastal Coho,Recovery goal=600 spawners,Ref 1:Table 6.,Includes Chinook River coho,"This is a mixed stock with composite production. Native populations of coho were present in all lower Columbia River tributaries historically. Under the Columbia River Development program in the 1950s, salmon hatchery construction was expanded on the lower Columbia River tributaries, and hatcheries began to trap brood stock in many areas. Broodstock, eggs or juvenile coho have been transferred throughout the lower Columbia River stations and areas above Bonneville Dam. Hatchery off-station planting of juvenile coho was commonplace throughout lower Columbia tributaries. The result is a widely mixed coho stock. The Grays River Hatchery was built in 1960 on the West Fork Grays River. Hatchery coho fry and fingerlings have been planted in the sub-basin since at least 1965.",Grays/Chinook coho were identified as a stock based on their distinct spawning distribution.,Data type description needed.,"Spawning takes place throughout the mainstem Grays River and the lower reaches of the East, West and South Fork Grays rivers.","Allozyme analysis of Gray River hatchery coho has shown them to be genetically distinct from all other Washington coho stocks examined (David Teel, NMFS, personal communication).",Lisa Brown,Lisa.Brown@dfw.wa.gov,12/01/2015 11:50:28 AM
1408,Humptulips Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG=2,236",,"Stock-specific goal being re-examined, subject to change","This is a native stock with wild production. Although various non-native hatchery stocks were introduced into the Humptulips system between the early 1950s and 1984, hybridization has not been substantiated genetically. The Willapa Hatchery stock released into the Humptulips River is most likely to have hybridized with the native stock. The hatchery population was similar to its nearest neighbors such as in the Wishkah and Wynoochee rivers. Due to the genetic similarity of neighboring stocks (such as stock from Naselle Hatchery) to the Grays Harbor/Chehalis population group, it would be difficult to quantify introgression between Willapa and Humptulips natives using allozyme markers. Also, spawn timing of Humptulips River stock is later than the spawn timing of Willapa stock. If hybridization between the native stock and the hatchery stocks has occurred, it is probably insignificant (Anne Marshall, WDFW, pers comm).",Humptulips fall Chinook were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide totals. Index areas surveyed include the mainstem Humptulips River (RM 6.9 to 28.1 and RM 16.7 to 19.4), West Fork Humptulips River (RM 28.1 to 45.8 and RM 36.7 to 40.6) and East Fork Humptulips River (RM 0.0 to 15.5 and RM 1.6 to 4.4). Surveyed tributaries include Big, Hansen, Stevens, Britian, Ellwood, Widow, O`Brien, Donkey, Newbury, Rainbow and Grouse creeks. Additional unnamed tributaries surveyed include 22.0066, 22.0067, 22.0069 and 22.0072.","Most spawning takes place in the mainstem Humptulips, the East Fork Humptulips (to RM 15.5), the West Fork Humptulips Rivers (to RM 45.8) and in Big, Stevens, Donkey, O`Brien, Newberry, Rainbow, Brittain and Grouse creeks.","Fall Chinook sampled at Humptulips Hatchery in 1990 were significantly different from those of other Washington Chinook stocks examined. They were genetically most similar to other Grays Harbor/Chehalis Basin Chinook populations. Although no sample of Humptulips River natural spawners is available, hatchery broodstock has been taken from the local population since the mid- 1980s. Thus the hatchery genetic profile may be representative of the wild spawners (Ashbrook and Fuss 1996).",Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1416,Hoquiam Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,EG=619,,,This is a native stock with wild production.,Hoquiam fall Chinook were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide totals. Index areas surveyed include the West Fork Hoquiam River (RM 9.4 to 10.7--supplemental, RM 10.9 to 13.3, and RM 13.3 to 14.5--supplemental), East Fork Hoquiam River (RM 7.5 to 9.9--supplemental, RM 9.9 to 12.6, and RM 12.6 to 16.0--supplemental), and Middle Fork Hoquiam River (RM 1.4 to 1.9--supplemental, RM 1.9 to 4.2, and RM 4.2 to 6.1--supplemental). Surveyed tributaries include Davis Creek.",Most spawning takes place in the East and West Fork Hoquiam rivers.  Occasionally spawning is observed in Davis Creek and less often in the Middle Fork Hoquiam River.,Genetic analysis has not been done on Hoquiam fall Chinook.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1400,Cook Creek Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,No goal established,,,This is a mixed stock with composite production. The Cook Creek fall Chinook stock is a mixture of non-native stocks that was originally developed to create an early-timed fall Chinook run for harvest. The stock was originally composed of a variety of North Coast and Puget Sound stocks reared at the Quinault National Fish Hatchery. Some adults are expected to spawn naturally.,Cook Creek fall Chinook were identified as a stock based on their distinct spawning distribution.,"Data are natural and hatchery origin total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide totals.  The index area surveyed is from RM 1.7-3.6. Peak spawning surveyed reaches include RM 0.0 - 1.7 and RM 3.6 - 4.5. An electric weir barrier is at RM 4.5 - the location of the US Fish and Wildlife hatchery facility.  Note: Cook Creek, a left bank tributary located at RM 16.4, is not included in the SaSI Quinault Fall Chinook component.",Most spawning takes place in the upper portion of Cook Creek below the USFWS hatchery facility. Spawning also occurs in the lower Cook and Elk creeks.,Genetic analysis has not been done on Cook Creek fall Chinook stock.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,10/06/2016 05:20:21 PM
1435,Chehalis Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG = 5,209.  EG for all Chehalis basin fall Chinook stocks combined = 12,364.",,"Stock-specific goal being re-examined, subject to change","This is a native stock with wild production. Although various non-native hatchery fall Chinook stocks were introduced into the basin from the early 1950s through the mid-1970s, information regarding these releases is poor. The potential for hybridization between native and non-native stock did exist.",Chehalis fall Chinook were identified as a stock based on their distinct spawning distribution and later river entry timing (early September through October).,"Data are total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide totals. Index areas surveyed include the mainstem Chehalis River (RM 25.2 to 67.0 and RM 81.3 to 109.0, RM 33.3 to 42.2, RM 47.0 to 52.5--supplemental, and RM 103.7 to 106.2), Black River (RM 0.0 to 8.6 and RM 4.2 to 8.6), Skookumchuck River (RM 6.4 to 10.9, RM 14.3 to 21.3--supplemental, RM 21.3 to 21.9), Newaukum River (RM 0.0 to 10.8), South Fork Newaukum River (RM 16.3 to 18.5--supplemental, RM 18.5 to 20.8 and RM 27.3 to 29.6), North Fork Newaukum River (RM 4.5 to 6.9--supplemental, and RM 7.9 to 10.3--supplemental) and South Fork Chehalis River (RM 0.0 to 5.1, RM 3.0 to 4.3 and RM 4.3 to 5.19--supplemental). Adults trapped and placed upstream at the Elk Creek trap are included in the escapement estimate. Surveyed tributaries include Cloquallum, Wildcat, Porter, Cedar, Waddell, Stillman, Elk, Big and Jones creeks.","Spawning takes place throughout the Chehalis basin upstream from the Satsop River. Major spawning areas include the mainstem Chehalis River (RM 28 to 67 and RM 88 to 108), Black, Newaukum and Skookumchuck rivers as well as Cloquallum and Porter creeks. Spawning also takes place in Cedar Creek, Stillman Creek and the South Fork Chehalis River.",Genetic analysis has not been done on Chehalis fall Chinook.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1440,Wishkah Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG = 1,148.  EG for all Chehalis basin fall Chinook stocks combined = 12,364.",,"Stock-specific goal being re-examined, subject to change","This is a native stock with wild production. In the 1980s native Chinook were collected for hatchery broodstock. That program ended in late 1980s, and spawning is now entirely wild.",Wishkah Chinook were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide totals. Index areas surveyed include the Middle Fork Wishkah River (RM 16.7 to 21.5--supplemental, RM 21.5 to 24.5 and RM 24.5 to 29.4--supplemental), West Fork Wishkah River (RM 0.0 to 1.8--supplemental and RM 8.1 to 9.8) and East Fork Wishkah River (RM 3.2 to 5.9--supplemental). Surveyed tributaries may include Cedar and Hopper creeks.",Most spawning takes place in the mainstem Wishkah River. Fewer spawners are observed in the east and west forks of the Wishkah River.,"Wishkah River fall Chinook spawners were sampled in 1990 and 1993, and allele frequencies were significantly different from those of other Washington Chinook stocks examined, except for Wynoochee River fall Chinook (Marshall 2002).",Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1448,Wynoochee Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG = 1,951.  EG for all Chehalis basin fall Chinook stocks combined = 12,364.",,"Stock-specific goal being re-examined, subject to change",This is a native stock with wild production. There have been three releases of non-native hatchery fall Chinook into the Wynoochee basin. Numbers of fish released were small. The potential for hybridization between introduced and native Chinook existed but was not very great.,Wynoochee fall Chinook were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide totals. Index areas surveyed include the mainstem Wynoochee River (RM 1.7 to 47.9), RM 5.6 to 8.1--supplemental, RM 8.1 to 15.4 and RM 29.1 to 31.2). Adults trapped at RM 47.9 and hauled above the Wynoochee reservoir are also included in the escapement estimate. Surveyed tributaries include Bitter, Helm, Carter, Schafer, Anderson and Big creeks as well as unnamed tributary 22.0298.","Most spawning takes place in the mainstem Wynoochee River above RM 10.5 and in Carter, Schafer and Helm creeks. Small numbers of spawners are seen in Big and Anderson creeks.","Wynoochee River fall Chinook spawners were sampled in 1990 and 1993 and found to be significantly different from those of other Washington Chinook stocks examined, except for Wishkah River fall Chinook (Marshall 2002).",Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1464,Satsop Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,No goal established,,,"This is a mixed stock with wild production. Several early-timed Chinook hatchery stocks were introduced into the Satsop basin at least from the early 1950s into the 1970s. While the Satsop summer Chinook stock spawns slightly earlier than most of the introduced stocks, the potential for some hybridization still exists.","Satsop summer Chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (begins in late August) and spawning timing.","Data are total escapement estimates based on redd counts within intensive and supplemental index areas expanded to basin-wide escapement counts. Index areas surveyed include the mainstem Satsop River (RM 2.4 to 6.3--supplemental and RM 6.3 to 11.0), East Fork Satsop River (RM 11.0 to 12.4 and RM 12.4 to 17.5--supplemental) and West Fork Satsop River (RM 7.3 to 17.0--supplemental). Surveyed tributaries include Decker Creek.","Most spawning takes place in the mainstem East Fork Satsop River.  Occasionally a few spawners are seen in Decker Creek, an east fork tributary.",Genetic analysis has not been done on Satsop summer Chinook.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1472,South Bay Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"No stock-specific goal established.  EG for all Chehalis basin fall Chinook stocks combined = 12,364.",,,"This is a non-native stock with wild production. Historical records of salmon utilization in these areas make no mention of fall Chinook presence (Royal 1932). In the early 1950s and late 1960s to early 1970s, releases of imported hatchery stocks similar to those of other Grays Harbor areas were used. The success of these releases was not monitored.",South Bay fall Chinook were identified as a stock based on their distinct spawning distribution.,,Most spawning takes place in the lower Johns River.,Genetic analysis has not been done on South Bay fall Chinook.,Raymond Scharpf,Mike.Scharpf@dfw.wa.gov,12/08/2015 05:18:34 PM
1768,Wenatchee Summer Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Upper Columbia River,,,,,Eastern Cascades Fall-Run Chinook,"EG=7,500",,,"This is a mixed stock with composite production. Wenatchee summer chinook are thought to be mixture of native summer chinook and chinook from the Grande Coulee Fish Maintenance Project (1939 to 1943), which dispersed offspring of fish attempting to return to spawning grounds above Grand Coulee Dam into Upper Columbia tributaries below the dam. A Wenatchee summer chinook stock has been maintained at the WDFW Eastbank Hatchery since 1989. Yearling smolts are acclimated in Dryden Acclimation Pond in the Wenatchee basin and released into the Wenatchee River.","Wenatchee summer chinook were identified as a stock based on their distinct spawning distribution, river entry timing (June), spawning timing and genetic composition.",Data are total escapement estimates based on redd counts in the Wenatchee River.,Spawning takes place in the mainstem Wenatchee River within eight miles of the town of Leavenworth.,Allozyme analysis has shown Wenatchee summer chinook to be genetically distinct from other upper Columbia chinook stocks to which they were compared (WDF and WDW 1993).,Mclain Johnson,Mclain.Johnson@dfw.wa.gov,03/02/2016 12:53:43 PM
1808,Entiat Spring Chinook,Chinook,Upper Columbia River Spring Run Chinook,Endangered,03/24/1999 12:00:00 AM,Upper Columbia River,,,,,Eastern Cascades Spring-Run Chinook,Recovery goal=500 spawners (minimum),,"Baldwin: 500 is the minimum threshold, it would need to be somewhat higher to account for uncertainty and measurement error.","This is a mixed stock with composite production. The Entiat National Fish Hatchery releases non-native Carson National Fish Hatchery spring chinook (Snake River and mid- and upper Columbia origin) into the Entiat basin (400,000 subyearlings annually). The Entiat spring chinook stock is probably a mixture of native and non-native fish.",Entiat spring chinook were identified as a stock based on their distinct spawning distribution.,Index redd counts expanded using the 94-03 mean expansion factor.  Used mean 1977 - 1986  fish per redd value to expand redds to spawners because jacks were not counted separately at dams,Most spawning takes place in the mainstem Entiat from about RM 5 upstream to the confluence of the North Fork Entiat.,Samples from spawners were collected in 2001; smolt samples (brood year 2000) were collected in 2002. Results of DNA analysis are pending.,Jeff Korth,Jeff.Korth@dfw.wa.gov,08/19/2016 10:55:17 AM
1256,Hoko Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Puget Sound,,,,,No MPG Specified,"Upper mgmt threshold = 850.  Low abundance threshold = 500.  Rebuiding ER = 10% SUS, Critical ER ceiling = 6% SUS.",Ref 2,"Upper mgmt threshold is for all western SJF, though Hoko is only recognized stock.  RER is for all western SJF, though Hoko is only recognized stock.",This is a native stock with composite production. The Makah Tribe is conducting a hatcherysupplementation program that uses native broodstock to rebuild the stock.,Hoko chinook were identified as a stock based on their distinct spawning distribution. Stock identification has been supported by genetic analysis.,"Data are: 1) estimates of the number of spawners after up to100 pairs of chinook are removed for broodstock for the Makah Tribe`s Hoko chinook rebuilding program, 2) numbers of chinook actually removed for broodstock, and 3) total run escapement (spawners plus broodstock).  Spawner estimates are expanded from redd counts in the upper and lower mainstem Hoko; the little Hoko River, a tributary to the lower Hoko; Herman, North Fork Herman, Ellis Bear, Cub and Brownes creeks, all tributaries to the upper Hoko river.  Numbers of natural chinook spawners have significantly increased since the inception of the Hoko Falls Hatchery supplementation program in 1982, from counts of less than 200, before hatchery supplementation was initiated, to exceeding the natural escapement goal of 850 in three out of the last six years (1996 to 2001). Despite these recent successes and the increasing trend in run size, the numbers of chinook remaining in the river to spawn after brood stock removal have exce","Most spawning takes place in the mainstem up to about RM 21.5, in the little Hoko River, a tributary to the lower Hoko mainstem and in Herman, Ellis, Bear, Cub and Brownes creeks, upper Hoko mainstem tributaries.","Allozyme analysis has shown that Hoko chinook are genetically distinct from all other Washington chinook stocks examined, although they share some allele frequency similarities with north coastal stocks (Marshall et al. 1995).",Randy Cooper,Randy.Cooper@dfw.wa.gov,01/27/2015 11:18:02 AM
